00100010000,0,0,12,3
00100010000,1,0,12,4
00100010000,2,0,12,1
00100010000,0,1,12,4
00100010000,1,1,12,-3
00100010000,2,1,12,0
00100010000,0,0,16,2
00100010000,1,0,16,4
00100010000,2,0,16,3
00100010000,0,1,16,3
00100010000,1,1,16,4
00100010000,2,1,16,3
00100010000,0,0,3,0
00100010000,1,0,3,0
00100010000,2,0,3,0
00100010000,0,1,3,-1
00100010000,1,1,3,0
00100010000,2,1,3,0
00100010000,0,0,5,0
00100010000,1,0,5,-1
00100010000,2,0,5,0
00100010000,0,1,5,-1
00100010000,1,1,5,0
00100010000,2,1,5,0
00100010000,0,0,7,-1
00100010000,1,0,7,-1
00100010000,2,0,7,-1
00100010000,0,1,7,-1
00100010000,1,1,7,-1
00100010000,2,1,7,-1
00100010000,0,0,12,1
00100010000,1,0,12,0
00100010000,2,0,12,1
00100010000,0,1,12,0
00100010000,1,1,12,-5
00100010000,2,1,12,-5
00100010000,0,0,16,1
00100010000,1,0,16,0
00100010000,2,0,16,-3
00100010000,0,1,16,1
00100010000,1,1,16,1
00100010000,2,1,16,-5
00100010000,0,0,3,9
00100010000,1,0,3,9
00100010000,2,0,3,8
00100010000,0,1,3,9
00100010000,1,1,3,8
00100010000,2,1,3,8
00100010000,0,0,5,8
00100010000,1,0,5,9
00100010000,2,0,5,8
00100010000,0,1,5,8
00100010000,1,1,5,9
00100010000,2,1,5,5
00100010000,0,0,7,9
00100010000,1,0,7,10
00100010000,2,0,7,5
00100010000,0,1,7,8
00100010000,1,1,7,5
00100010000,2,1,7,3
00100010000,0,0,12,6
00100010000,1,0,12,6
00100010000,2,0,12,6
00100010000,0,1,12,6
00100010000,1,1,12,5
00100010000,2,1,12,8
00100010000,0,0,16,7
00100010000,1,0,16,1
00100010000,2,0,16,7
00100010000,0,1,16,7
00100010000,1,1,16,1
00100010000,2,1,16,8
00100010000,0,0,3,-2
00100010000,1,0,3,-1
00100010000,2,0,3,-1
00100010000,0,1,3,-1
00100010000,1,1,3,-1
00100010000,2,1,3,-1
00100010000,0,0,5,-1
00100010000,1,0,5,-2
00100010000,2,0,5,-1
00100010000,0,1,5,-2
00100010000,1,1,5,-1
00100010000,2,1,5,-4
00100010000,0,0,7,-1
00100010000,1,0,7,-4
00100010000,2,0,7,-1
00100010000,0,1,7,-3
00100010000,1,1,7,-1
00100010000,2,1,7,-1
00100010000,0,0,12,-1
00100010000,1,0,12,-1
00100010000,2,0,12,-1
00100010000,0,1,12,-5
00100010000,1,1,12,-2
00100010000,2,1,12,-1
00100010000,0,0,16,-9
00100010000,1,0,16,-2
00100010000,2,0,16,-6
00100010000,0,1,16,-4
00100010000,1,1,16,-1
00100010000,2,1,16,-6
00100010000,0,0,3,-3
00100010000,1,0,3,-2
00100010000,2,0,3,-3
00100010000,0,1,3,-3
00100010000,1,1,3,-2
00100010000,2,1,3,-2
00100010000,0,0,5,-3
00100010000,1,0,5,-2
00100010000,2,0,5,-2
00100010000,0,1,5,-3
00100010000,1,1,5,-2
00100010000,2,1,5,-2
00100010000,0,0,7,-3
00100010000,1,0,7,-6
00100010000,2,0,7,-3
00100010000,0,1,7,-4
00100010000,1,1,7,-4
00100010000,2,1,7,-2
00100010000,0,0,12,-1
00100010000,1,0,12,-3
00100010000,2,0,12,-6
00100010000,0,1,12,-2
00100010000,1,1,12,-3
00100010000,2,1,12,-2
00100010000,0,0,16,-2
00100010000,1,0,16,-6
00100010000,2,0,16,-6
00100010000,0,1,16,-1
00100010000,1,1,16,-1
00100010000,2,1,16,-1
00100010000,0,0,3,-1
00100010000,1,0,3,-1
00100010000,2,0,3,-1
00100010000,0,1,3,-1
00100010000,1,1,3,-1
00100010000,2,1,3,-1
00100010000,0,0,5,0
00100010000,1,0,5,0
00100010000,2,0,5,0
00100010000,0,1,5,-1
00100010000,1,1,5,-6
00100010000,2,1,5,-7
00100010000,0,0,7,-1
00100010000,1,0,7,-7
00100010000,2,0,7,-1
00100010000,0,1,7,0
00100010000,1,1,7,1
00100010000,2,1,7,-3
00100010000,0,0,12,3
00100010000,1,0,12,-3
00100010000,2,0,12,-3
00100010000,0,1,12,3
00100010000,1,1,12,-3
00100010000,2,1,12,-3
00100010000,0,0,16,-3
00100010000,1,0,16,-3
00100010000,2,0,16,-3
00100010000,0,1,16,-3
00100010000,1,1,16,-5
00100010000,2,1,16,-7
00100010000,0,0,3,1
00100010000,1,0,3,0
00100010000,2,0,3,0
00100010000,0,1,3,0
00100010000,1,1,3,0
00100010000,2,1,3,0
00100010000,0,0,5,1
00100010000,1,0,5,1
00100010000,2,0,5,1
00100010000,0,1,5,0
00100010000,1,1,5,0
00100010000,2,1,5,0
00100010000,0,0,7,1
00100010000,1,0,7,2
00100010000,2,0,7,1
00100010000,0,1,7,1
00100010000,1,1,7,1
00100010000,2,1,7,2
00100010000,0,0,12,2
00100010000,1,0,12,0
00100010000,2,0,12,2
00100010000,0,1,12,0
00100010000,1,1,12,0
00100010000,2,1,12,0
00100010000,0,0,16,2
00100010000,1,0,16,0
00100010000,2,0,16,0
00100010000,0,1,16,0
00100010000,1,1,16,0
00100010000,2,1,16,0
00100010000,0,0,3,5
00100010000,1,0,3,5
00100010000,2,0,3,4
00100010000,0,1,3,4
00100010000,1,1,3,4
00100010000,2,1,3,6
00100010000,0,0,5,-2
00100010000,1,0,5,5
00100010000,2,0,5,6
00100010000,0,1,5,5
00100010000,1,1,5,-3
00100010000,2,1,5,5
00100010000,0,0,7,-4
00100010000,1,0,7,-3
00100010000,2,0,7,-1
00100010000,0,1,7,6
00100010000,1,1,7,5
00100010000,2,1,7,4
00100010000,0,0,12,3
00100010000,1,0,12,-1
00100010000,2,0,12,1
00100010000,0,1,12,-1
00100010000,1,1,12,-1
00100010000,2,1,12,5
00100010000,0,0,16,-1
00100010000,1,0,16,-4
00100010000,2,0,16,-2
00100010000,0,1,16,1
00100010000,1,1,16,1
00100010000,2,1,16,-3
00100010000,0,0,3,1
00100010000,1,0,3,1
00100010000,2,0,3,1
00100010000,0,1,3,3
00100010000,1,1,3,3
00100010000,2,1,3,1
00100010000,0,0,5,1
00100010000,1,0,5,3
00100010000,2,0,5,2
00100010000,0,1,5,5
00100010000,1,1,5,1
00100010000,2,1,5,3
00100010000,0,0,7,5
00100010000,1,0,7,3
00100010000,2,0,7,2
00100010000,0,1,7,1
00100010000,1,1,7,2
00100010000,2,1,7,3
00100010000,0,0,12,2
00100010000,1,0,12,2
00100010000,2,0,12,1
00100010000,0,1,12,2
00100010000,1,1,12,3
00100010000,2,1,12,4
00100010000,0,0,16,1
00100010000,1,0,16,1
00100010000,2,0,16,0
00100010000,0,1,16,2
00100010000,1,1,16,2
00100010000,2,1,16,4
00100010000,0,0,3,8
00100010000,1,0,3,8
00100010000,2,0,3,8
00100010000,0,1,3,8
00100010000,1,1,3,8
00100010000,2,1,3,8
00100010000,0,0,5,8
00100010000,1,0,5,8
00100010000,2,0,5,9
00100010000,0,1,5,7
00100010000,1,1,5,8
00100010000,2,1,5,9
00100010000,0,0,7,5
00100010000,1,0,7,5
00100010000,2,0,7,6
00100010000,0,1,7,8
00100010000,1,1,7,5
00100010000,2,1,7,5
00100010000,0,0,12,8
00100010000,1,0,12,9
00100010000,2,0,12,8
00100010000,0,1,12,8
00100010000,1,1,12,9
00100010000,2,1,12,9
00100010000,0,0,16,9
00100010000,1,0,16,9
00100010000,2,0,16,9
00100010000,0,1,16,9
00100010000,1,1,16,9
00100010000,2,1,16,9
00100010000,0,0,3,-8
00100010000,1,0,3,-8
00100010000,2,0,3,-9
00100010000,0,1,3,-9
00100010000,1,1,3,-8
00100010000,2,1,3,-8
00100010000,0,0,5,-8
00100010000,1,0,5,-11
00100010000,2,0,5,-12
00100010000,0,1,5,-11
00100010000,1,1,5,-12
00100010000,2,1,5,-8
00100010000,0,0,7,-11
00100010000,1,0,7,-12
00100010000,2,0,7,-13
00100010000,0,1,7,-10
00100010000,1,1,7,-13
00100010000,2,1,7,-13
00100010000,0,0,12,-12
00100010000,1,0,12,-12
00100010000,2,0,12,-11
00100010000,0,1,12,-12
00100010000,1,1,12,-12
00100010000,2,1,12,-11
00100010000,0,0,16,-11
00100010000,1,0,16,-11
00100010000,2,0,16,-9
00100010000,0,1,16,-9
00100010000,1,1,16,-9
00100010000,2,1,16,-9
00100010000,0,0,3,2
00100010000,1,0,3,2
00100010000,2,0,3,2
00100010000,0,1,3,2
00100010000,1,1,3,2
00100010000,2,1,3,2
00100010000,0,0,5,1
00100010000,1,0,5,2
00100010000,2,0,5,2
00100010000,0,1,5,2
00100010000,1,1,5,2
00100010000,2,1,5,2
00100010000,0,0,7,2
00100010000,1,0,7,1
00100010000,2,0,7,1
00100010000,0,1,7,2
00100010000,1,1,7,2
00100010000,2,1,7,1
00100010000,0,0,12,4
00100010000,1,0,12,4
00100010000,2,0,12,4
00100010000,0,1,12,4
00100010000,1,1,12,4
00100010000,2,1,12,4
00100010000,0,0,16,4
00100010000,1,0,16,4
00100010000,2,0,16,4
00100010000,0,1,16,4
00100010000,1,1,16,4
00100010000,2,1,16,4
00100010000,0,0,3,-3
00100010000,1,0,3,-3
00100010000,2,0,3,-3
00100010000,0,1,3,-3
00100010000,1,1,3,-3
00100010000,2,1,3,-3
00100010000,0,0,5,-3
00100010000,1,0,5,-3
00100010000,2,0,5,-3
00100010000,0,1,5,-4
00100010000,1,1,5,-3
00100010000,2,1,5,-4
00100010000,0,0,7,-4
00100010000,1,0,7,-4
00100010000,2,0,7,-4
00100010000,0,1,7,-4
00100010000,1,1,7,-4
00100010000,2,1,7,-4
00100010000,0,0,12,0
00100010000,1,0,12,0
00100010000,2,0,12,0
00100010000,0,1,12,0
00100010000,1,1,12,0
00100010000,2,1,12,0
00100010000,0,0,16,0
00100010000,1,0,16,0
00100010000,2,0,16,0
00100010000,0,1,16,0
00100010000,1,1,16,0
00100010000,2,1,16,0
00100010000,0,0,3,0
00100010000,1,0,3,0
00100010000,2,0,3,1
00100010000,0,1,3,0
00100010000,1,1,3,0
00100010000,2,1,3,1
00100010000,0,0,5,-4
00100010000,1,0,5,-4
00100010000,2,0,5,-1
00100010000,0,1,5,-3
00100010000,1,1,5,0
00100010000,2,1,5,0
00100010000,0,0,7,-4
00100010000,1,0,7,-3
00100010000,2,0,7,-4
00100010000,0,1,7,-4
00100010000,1,1,7,-4
00100010000,2,1,7,-5
00100010000,0,0,12,-4
00100010000,1,0,12,-3
00100010000,2,0,12,-1
00100010000,0,1,12,0
00100010000,1,1,12,1
00100010000,2,1,12,1
00100010000,0,0,16,2
00100010000,1,0,16,0
00100010000,2,0,16,-2
00100010000,0,1,16,1
00100010000,1,1,16,-7
00100010000,2,1,16,1
00100010000,0,0,3,-6
00100010000,1,0,3,-6
00100010000,2,0,3,-7
00100010000,0,1,3,-7
00100010000,1,1,3,-6
00100010000,2,1,3,-7
00100010000,0,0,5,-6
00100010000,1,0,5,-4
00100010000,2,0,5,-9
00100010000,0,1,5,-3
00100010000,1,1,5,-7
00100010000,2,1,5,-9
00100010000,0,0,7,-5
00100010000,1,0,7,-2
00100010000,2,0,7,-1
00100010000,0,1,7,0
00100010000,1,1,7,-8
00100010000,2,1,7,-7
00100010000,0,0,12,0
00100010000,1,0,12,-3
00100010000,2,0,12,-7
00100010000,0,1,12,-2
00100010000,1,1,12,1
00100010000,2,1,12,-8
00100010000,0,0,16,-8
00100010000,1,0,16,-6
00100010000,2,0,16,-10
00100010000,0,1,16,-7
00100010000,1,1,16,-10
00100010000,2,1,16,-3
00100010000,0,0,3,-1
00100010000,1,0,3,0
00100010000,2,0,3,-1
00100010000,0,1,3,1
00100010000,1,1,3,-1
00100010000,2,1,3,-1
00100010000,0,0,5,1
00100010000,1,0,5,-1
00100010000,2,0,5,-4
00100010000,0,1,5,1
00100010000,1,1,5,-5
00100010000,2,1,5,-3
00100010000,0,0,7,0
00100010000,1,0,7,-6
00100010000,2,0,7,-6
00100010000,0,1,7,-1
00100010000,1,1,7,-1
00100010000,2,1,7,-6
00100010000,0,0,12,-1
00100010000,1,0,12,-8
00100010000,2,0,12,-4
00100010000,0,1,12,-2
00100010000,1,1,12,-1
00100010000,2,1,12,-6
00100010000,0,0,16,-3
00100010000,1,0,16,-1
00100010000,2,0,16,-6
00100010000,0,1,16,-3
00100010000,1,1,16,-5
00100010000,2,1,16,-8
00100010000,0,0,3,8
00100010000,1,0,3,6
00100010000,2,0,3,6
00100010000,0,1,3,8
00100010000,1,1,3,6
00100010000,2,1,3,6
00100010000,0,0,5,8
00100010000,1,0,5,8
00100010000,2,0,5,6
00100010000,0,1,5,8
00100010000,1,1,5,6
00100010000,2,1,5,7
00100010000,0,0,7,8
00100010000,1,0,7,7
00100010000,2,0,7,8
00100010000,0,1,7,8
00100010000,1,1,7,8
00100010000,2,1,7,8
00100010000,0,0,12,6
00100010000,1,0,12,4
00100010000,2,0,12,7
00100010000,0,1,12,5
00100010000,1,1,12,6
00100010000,2,1,12,6
00100010000,0,0,16,4
00100010000,1,0,16,2
00100010000,2,0,16,2
00100010000,0,1,16,5
00100010000,1,1,16,4
00100010000,2,1,16,6
00100010000,0,0,3,0
00100010000,1,0,3,0
00100010000,2,0,3,-2
00100010000,0,1,3,2
00100010000,1,1,3,0
00100010000,2,1,3,0
00100010000,0,0,5,2
00100010000,1,0,5,0
00100010000,2,0,5,-5
00100010000,0,1,5,2
00100010000,1,1,5,-2
00100010000,2,1,5,-1
00100010000,0,0,7,0
00100010000,1,0,7,3
00100010000,2,0,7,-6
00100010000,0,1,7,0
00100010000,1,1,7,-5
00100010000,2,1,7,-5
00100010000,0,0,12,0
00100010000,1,0,12,1
00100010000,2,0,12,0
00100010000,0,1,12,3
00100010000,1,1,12,-5
00100010000,2,1,12,0
00100010000,0,0,16,-5
00100010000,1,0,16,-6
00100010000,2,0,16,0
00100010000,0,1,16,0
00100010000,1,1,16,0
00100010000,2,1,16,-4
00100010000,0,0,3,3
00100010000,1,0,3,3
00100010000,2,0,3,5
00100010000,0,1,3,4
00100010000,1,1,3,5
00100010000,2,1,3,5
00100010000,0,0,5,4
00100010000,1,0,5,5
00100010000,2,0,5,5
00100010000,0,1,5,4
00100010000,1,1,5,1
00100010000,2,1,5,5
00100010000,0,0,7,1
00100010000,1,0,7,1
00100010000,2,0,7,4
00100010000,0,1,7,4
00100010000,1,1,7,3
00100010000,2,1,7,-1
00100010000,0,0,12,4
00100010000,1,0,12,4
00100010000,2,0,12,-1
00100010000,0,1,12,4
00100010000,1,1,12,-3
00100010000,2,1,12,4
00100010000,0,0,16,4
00100010000,1,0,16,-3
00100010000,2,0,16,-2
00100010000,0,1,16,4
00100010000,1,1,16,4
00100010000,2,1,16,-2
00100010000,0,0,3,-3
00100010000,1,0,3,-4
00100010000,2,0,3,-5
00100010000,0,1,3,-3
00100010000,1,1,3,-5
00100010000,2,1,3,-5
00100010000,0,0,5,-4
00100010000,1,0,5,-5
00100010000,2,0,5,-7
00100010000,0,1,5,-3
00100010000,1,1,5,-3
00100010000,2,1,5,-5
00100010000,0,0,7,1
00100010000,1,0,7,-7
00100010000,2,0,7,-1
00100010000,0,1,7,0
00100010000,1,1,7,0
00100010000,2,1,7,-9
00100010000,0,0,12,-4
00100010000,1,0,12,-8
00100010000,2,0,12,-4
00100010000,0,1,12,3
00100010000,1,1,12,-8
00100010000,2,1,12,-7
00100010000,0,0,16,3
00100010000,1,0,16,-4
00100010000,2,0,16,-9
00100010000,0,1,16,-6
00100010000,1,1,16,-4
00100010000,2,1,16,-8
00100010000,0,0,3,3
00100010000,1,0,3,4
00100010000,2,0,3,5
00100010000,0,1,3,3
00100010000,1,1,3,3
00100010000,2,1,3,5
00100010000,0,0,5,4
00100010000,1,0,5,0
00100010000,2,0,5,3
00100010000,0,1,5,3
00100010000,1,1,5,4
00100010000,2,1,5,5
00100010000,0,0,7,2
00100010000,1,0,7,0
00100010000,2,0,7,0
00100010000,0,1,7,0
00100010000,1,1,7,3
00100010000,2,1,7,-1
00100010000,0,0,12,4
00100010000,1,0,12,1
00100010000,2,0,12,5
00100010000,0,1,12,4
00100010000,1,1,12,-2
00100010000,2,1,12,4
00100010000,0,0,16,4
00100010000,1,0,16,-2
00100010000,2,0,16,-1
00100010000,0,1,16,4
00100010000,1,1,16,-2
00100010000,2,1,16,4
00100010000,0,0,3,6
00100010000,1,0,3,6
00100010000,2,0,3,6
00100010000,0,1,3,6
00100010000,1,1,3,6
00100010000,2,1,3,5
00100010000,0,0,5,5
00100010000,1,0,5,8
00100010000,2,0,5,6
00100010000,0,1,5,6
00100010000,1,1,5,6
00100010000,2,1,5,6
00100010000,0,0,7,8
00100010000,1,0,7,8
00100010000,2,0,7,8
00100010000,0,1,7,8
00100010000,1,1,7,5
00100010000,2,1,7,2
00100010000,0,0,12,8
00100010000,1,0,12,5
00100010000,2,0,12,5
00100010000,0,1,12,8
00100010000,1,1,12,5
00100010000,2,1,12,5
00100010000,0,0,16,2
00100010000,1,0,16,6
00100010000,2,0,16,5
00100010000,0,1,16,5
00100010000,1,1,16,5
00100010000,2,1,16,4
00100010000,0,0,3,2
00100010000,1,0,3,3
00100010000,2,0,3,3
00100010000,0,1,3,3
00100010000,1,1,3,2
00100010000,2,1,3,3
00100010000,0,0,5,2
00100010000,1,0,5,3
00100010000,2,0,5,2
00100010000,0,1,5,3
00100010000,1,1,5,2
00100010000,2,1,5,2
00100010000,0,0,7,4
00100010000,1,0,7,4
00100010000,2,0,7,0
00100010000,0,1,7,3
00100010000,1,1,7,4
00100010000,2,1,7,-1
00100010000,0,0,12,0
00100010000,1,0,12,0
00100010000,2,0,12,-1
00100010000,0,1,12,0
00100010000,1,1,12,2
00100010000,2,1,12,0
00100010000,0,0,16,0
00100010000,1,0,16,0
00100010000,2,0,16,3
00100010000,0,1,16,2
00100010000,1,1,16,4
00100010000,2,1,16,6
00100010000,0,0,3,0
00100010000,1,0,3,0
00100010000,2,0,3,0
00100010000,0,1,3,0
00100010000,1,1,3,0
00100010000,2,1,3,0
00100010000,0,0,5,1
00100010000,1,0,5,1
00100010000,2,0,5,1
00100010000,0,1,5,1
00100010000,1,1,5,2
00100010000,2,1,5,1
00100010000,0,0,7,2
00100010000,1,0,7,0
00100010000,2,0,7,0
00100010000,0,1,7,2
00100010000,1,1,7,1
00100010000,2,1,7,1
00100010000,0,0,12,1
00100010000,1,0,12,1
00100010000,2,0,12,1
00100010000,0,1,12,1
00100010000,1,1,12,1
00100010000,2,1,12,1
00100010000,0,0,16,1
00100010000,1,0,16,1
00100010000,2,0,16,1
00100010000,0,1,16,1
00100010000,1,1,16,1
00100010000,2,1,16,2
00100010000,0,0,3,4
00100010000,1,0,3,4
00100010000,2,0,3,5
00100010000,0,1,3,4
00100010000,1,1,3,4
00100010000,2,1,3,4
00100010000,0,0,5,4
00100010000,1,0,5,2
00100010000,2,0,5,2
00100010000,0,1,5,3
00100010000,1,1,5,3
00100010000,2,1,5,2
00100010000,0,0,7,4
00100010000,1,0,7,2
00100010000,2,0,7,2
00100010000,0,1,7,1
00100010000,1,1,7,4
00100010000,2,1,7,1
00100010000,0,0,12,7
00100010000,1,0,12,7
00100010000,2,0,12,1
00100010000,0,1,12,5
00100010000,1,1,12,4
00100010000,2,1,12,3
00100010000,0,0,16,7
00100010000,1,0,16,4
00100010000,2,0,16,7
00100010000,0,1,16,7
00100010000,1,1,16,4
00100010000,2,1,16,7
00100010000,0,0,3,-3
00100010000,1,0,3,-4
00100010000,2,0,3,-4
00100010000,0,1,3,-4
00100010000,1,1,3,-3
00100010000,2,1,3,-3
00100010000,0,0,5,-4
00100010000,1,0,5,-3
00100010000,2,0,5,-4
00100010000,0,1,5,-3
00100010000,1,1,5,-4
00100010000,2,1,5,-4
00100010000,0,0,7,-4
00100010000,1,0,7,-3
00100010000,2,0,7,-7
00100010000,0,1,7,-8
00100010000,1,1,7,-8
00100010000,2,1,7,-8
00100010000,0,0,12,-4
00100010000,1,0,12,-4
00100010000,2,0,12,-7
00100010000,0,1,12,-4
00100010000,1,1,12,-8
00100010000,2,1,12,-3
00100010000,0,0,16,-4
00100010000,1,0,16,-7
00100010000,2,0,16,-4
00100010000,0,1,16,-7
00100010000,1,1,16,-7
00100010000,2,1,16,-7
00100010000,0,0,3,2
00100010000,1,0,3,2
00100010000,2,0,3,4
00100010000,0,1,3,3
00100010000,1,1,3,4
00100010000,2,1,3,5
00100010000,0,0,5,4
00100010000,1,0,5,2
00100010000,2,0,5,3
00100010000,0,1,5,2
00100010000,1,1,5,2
00100010000,2,1,5,2
00100010000,0,0,7,4
00100010000,1,0,7,0
00100010000,2,0,7,2
00100010000,0,1,7,4
00100010000,1,1,7,1
00100010000,2,1,7,5
00100010000,0,0,12,2
00100010000,1,0,12,4
00100010000,2,0,12,4
00100010000,0,1,12,5
00100010000,1,1,12,4
00100010000,2,1,12,4
00100010000,0,0,16,8
00100010000,1,0,16,7
00100010000,2,0,16,7
00100010000,0,1,16,7
00100010000,1,1,16,-3
00100010000,2,1,16,4
00100010000,0,0,3,-4
00100010000,1,0,3,-4
00100010000,2,0,3,-5
00100010000,0,1,3,-4
00100010000,1,1,3,-4
00100010000,2,1,3,-3
00100010000,0,0,5,-3
00100010000,1,0,5,-4
00100010000,2,0,5,-4
00100010000,0,1,5,-3
00100010000,1,1,5,-3
00100010000,2,1,5,-6
00100010000,0,0,7,-4
00100010000,1,0,7,-3
00100010000,2,0,7,-4
00100010000,0,1,7,-4
00100010000,1,1,7,-4
00100010000,2,1,7,-4
00100010000,0,0,12,-4
00100010000,1,0,12,-2
00100010000,2,0,12,-8
00100010000,0,1,12,-4
00100010000,1,1,12,-7
00100010000,2,1,12,-9
00100010000,0,0,16,-4
00100010000,1,0,16,-4
00100010000,2,0,16,-8
00100010000,0,1,16,-7
00100010000,1,1,16,-10
00100010000,2,1,16,-7
00100010000,0,0,3,0
00100010000,1,0,3,0
00100010000,2,0,3,0
00100010000,0,1,3,2
00100010000,1,1,3,1
00100010000,2,1,3,0
00100010000,0,0,5,0
00100010000,1,0,5,1
00100010000,2,0,5,0
00100010000,0,1,5,1
00100010000,1,1,5,1
00100010000,2,1,5,0
00100010000,0,0,7,1
00100010000,1,0,7,1
00100010000,2,0,7,-2
00100010000,0,1,7,2
00100010000,1,1,7,-3
00100010000,2,1,7,0
00100010000,0,0,12,1
00100010000,1,0,12,0
00100010000,2,0,12,1
00100010000,0,1,12,-1
00100010000,1,1,12,1
00100010000,2,1,12,-2
00100010000,0,0,16,1
00100010000,1,0,16,-6
00100010000,2,0,16,-4
00100010000,0,1,16,-5
00100010000,1,1,16,-5
00100010000,2,1,16,-5
00100010000,0,0,3,-2
00100010000,1,0,3,-2
00100010000,2,0,3,0
00100010000,0,1,3,0
00100010000,1,1,3,0
00100010000,2,1,3,0
00100010000,0,0,5,-2
00100010000,1,0,5,0
00100010000,2,0,5,-1
00100010000,0,1,5,-1
00100010000,1,1,5,0
00100010000,2,1,5,-1
00100010000,0,0,7,-1
00100010000,1,0,7,-1
00100010000,2,0,7,-1
00100010000,0,1,7,-1
00100010000,1,1,7,0
00100010000,2,1,7,-2
00100010000,0,0,12,-1
00100010000,1,0,12,-1
00100010000,2,0,12,-1
00100010000,0,1,12,-1
00100010000,1,1,12,-1
00100010000,2,1,12,1
00100010000,0,0,16,-1
00100010000,1,0,16,-1
00100010000,2,0,16,-4
00100010000,0,1,16,1
00100010000,1,1,16,0
00100010000,2,1,16,-6
00100010000,0,0,3,-8
00100010000,1,0,3,-7
00100010000,2,0,3,-7
00100010000,0,1,3,-7
00100010000,1,1,3,-8
00100010000,2,1,3,-8
00100010000,0,0,5,-10
00100010000,1,0,5,-8
00100010000,2,0,5,-8
00100010000,0,1,5,-8
00100010000,1,1,5,-8
00100010000,2,1,5,-8
00100010000,0,0,7,-8
00100010000,1,0,7,-7
00100010000,2,0,7,-11
00100010000,0,1,7,-8
00100010000,1,1,7,-8
00100010000,2,1,7,-10
00100010000,0,0,12,-7
00100010000,1,0,12,-8
00100010000,2,0,12,-10
00100010000,0,1,12,-7
00100010000,1,1,12,-10
00100010000,2,1,12,-11
00100010000,0,0,16,-8
00100010000,1,0,16,-7
00100010000,2,0,16,-9
00100010000,0,1,16,-10
00100010000,1,1,16,-8
00100010000,2,1,16,-11
00100010000,0,0,3,8
00100010000,1,0,3,9
00100010000,2,0,3,9
00100010000,0,1,3,7
00100010000,1,1,3,9
00100010000,2,1,3,9
00100010000,0,0,5,8
00100010000,1,0,5,7
00100010000,2,0,5,9
00100010000,0,1,5,7
00100010000,1,1,5,8
00100010000,2,1,5,9
00100010000,0,0,7,8
00100010000,1,0,7,8
00100010000,2,0,7,8
00100010000,0,1,7,8
00100010000,1,1,7,8
00100010000,2,1,7,7
00100010000,0,0,12,8
00100010000,1,0,12,8
00100010000,2,0,12,9
00100010000,0,1,12,8
00100010000,1,1,12,9
00100010000,2,1,12,8
00100010000,0,0,16,9
00100010000,1,0,16,8
00100010000,2,0,16,7
00100010000,0,1,16,9
00100010000,1,1,16,8
00100010000,2,1,16,8
00100010000,0,0,3,3
00100010000,1,0,3,3
00100010000,2,0,3,3
00100010000,0,1,3,3
00100010000,1,1,3,3
00100010000,2,1,3,3
00100010000,0,0,5,3
00100010000,1,0,5,3
00100010000,2,0,5,3
00100010000,0,1,5,1
00100010000,1,1,5,1
00100010000,2,1,5,1
00100010000,0,0,7,1
00100010000,1,0,7,3
00100010000,2,0,7,1
00100010000,0,1,7,5
00100010000,1,1,7,3
00100010000,2,1,7,2
00100010000,0,0,12,4
00100010000,1,0,12,3
00100010000,2,0,12,4
00100010000,0,1,12,2
00100010000,1,1,12,2
00100010000,2,1,12,2
00100010000,0,0,16,2
00100010000,1,0,16,0
00100010000,2,0,16,0
00100010000,0,1,16,1
00100010000,1,1,16,2
00100010000,2,1,16,3
00100010000,0,0,3,9
00100010000,1,0,3,8
00100010000,2,0,3,9
00100010000,0,1,3,9
00100010000,1,1,3,7
00100010000,2,1,3,9
00100010000,0,0,5,8
00100010000,1,0,5,9
00100010000,2,0,5,9
00100010000,0,1,5,7
00100010000,1,1,5,7
00100010000,2,1,5,7
00100010000,0,0,7,7
00100010000,1,0,7,8
00100010000,2,0,7,7
00100010000,0,1,7,7
00100010000,1,1,7,7
00100010000,2,1,7,7
00100010000,0,0,12,9
00100010000,1,0,12,7
00100010000,2,0,12,8
00100010000,0,1,12,9
00100010000,1,1,12,8
00100010000,2,1,12,7
00100010000,0,0,16,9
00100010000,1,0,16,9
00100010000,2,0,16,7
00100010000,0,1,16,9
00100010000,1,1,16,8
00100010000,2,1,16,9
00100010000,0,0,3,4
00100010000,1,0,3,4
00100010000,2,0,3,4
00100010000,0,1,3,5
00100010000,1,1,3,4
00100010000,2,1,3,4
00100010000,0,0,5,4
00100010000,1,0,5,6
00100010000,2,0,5,4
00100010000,0,1,5,4
00100010000,1,1,5,3
00100010000,2,1,5,4
00100010000,0,0,7,2
00100010000,1,0,7,4
00100010000,2,0,7,2
00100010000,0,1,7,6
00100010000,1,1,7,3
00100010000,2,1,7,2
00100010000,0,0,12,3
00100010000,1,0,12,3
00100010000,2,0,12,2
00100010000,0,1,12,4
00100010000,1,1,12,3
00100010000,2,1,12,3
00100010000,0,0,16,4
00100010000,1,0,16,4
00100010000,2,0,16,3
00100010000,0,1,16,4
00100010000,1,1,16,4
00100010000,2,1,16,4
00100010000,0,0,3,8
00100010000,1,0,3,8
00100010000,2,0,3,8
00100010000,0,1,3,8
00100010000,1,1,3,8
00100010000,2,1,3,8
00100010000,0,0,5,6
00100010000,1,0,5,7
00100010000,2,0,5,7
00100010000,0,1,5,6
00100010000,1,1,5,7
00100010000,2,1,5,7
00100010000,0,0,7,6
00100010000,1,0,7,6
